Base Path: /home/ltato/LiteScript_online_playground/playground/js
Main Module: ./online
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                PropertiesDeclaration TRY VariableDecl on 'toolbar'(IDENTIFIER)
                  VariableDecl matched OK: IDENTIFIER toolbar
>>>ADVANCE 73:0 [-1] ' '(NEWLINE)
                Parsed OK!-> VariableDecl
                PropertiesDeclaration matched OK: NEWLINE  
>>>ADVANCE 73:13 [0] 'top'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                PropertiesDeclaration TRY VariableDecl on 'top'(IDENTIFIER)
                  VariableDecl matched OK: IDENTIFIER top
>>>ADVANCE 74:0 [-1] ' '(NEWLINE)
                Parsed OK!-> VariableDecl
                PropertiesDeclaration matched OK: NEWLINE  
>>>ADVANCE 74:13 [0] 'window'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                PropertiesDeclaration TRY VariableDecl on 'window'(IDENTIFIER)
                  VariableDecl matched OK: IDENTIFIER window
>>>ADVANCE 75:0 [-1] ' '(NEWLINE)
                Parsed OK!-> VariableDecl
                PropertiesDeclaration matched OK: NEWLINE  
>>>ADVANCE 75:13 [0] 'XPCSafeJSObjectWrapper'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                PropertiesDeclaration TRY VariableDecl on 'XPCSafeJSObjectWrapper'(IDENTIFIER)
                  VariableDecl matched OK: IDENTIFIER XPCSafeJSObjectWrapper
>>>ADVANCE 77:0 [-1] ' '(NEWLINE)
                Parsed OK!-> VariableDecl
                PropertiesDeclaration matched OK: NEWLINE  
>>>ADVANCE 77:9 [0] 'method'(IDENTIFIER)
freeForm Mode .lexer.indent:8 block indent:12 parentIndent:8
END freeFormMode [PropertiesDeclaration] blockIndent:12, get SeparatedList of [VariableDecl] by ',' closer: -no closer-
              Parsed OK!-> PropertiesDeclaration
            Parsed OK!-> Statement
freeForm Mode .lexer.indent:8 block indent:8 parentIndent:4
            Body TRY Statement on 'method'(IDENTIFIER)

77 8(CODE) method QueryInterface()
    'method'(IDENTIFIER) 'QueryInterface'(IDENTIFIER) '('(LITERAL) ')'(LITERAL)

              Statement TRY MethodDeclaration on 'method'(IDENTIFIER)
                MethodDeclaration matched OK: method method
>>>ADVANCE 77:16 [1] 'QueryInterface'(IDENTIFIER)
>>>ADVANCE 77:30 [2] '('(LITERAL)
                MethodDeclaration matched OK: ( (
>>>ADVANCE 77:31 [3] ')'(LITERAL)
optSeparatedList [MethodDeclaration] indent:8, get SeparatedList of [VariableDecl] by ',' closer: )
                MethodDeclaration matched OK: ) )
>>>ADVANCE 78:0 [-1] ' '(NEWLINE)
                MethodDeclaration TRY Body on ' '(NEWLINE)
                Parsed OK!-> Body
              Parsed OK!-> MethodDeclaration
            Parsed OK!-> Statement
            Body matched OK: NEWLINE  
>>>ADVANCE 78:9 [0] 'method'(IDENTIFIER)
freeForm Mode .lexer.indent:8 block indent:8 parentIndent:4
            Body TRY Statement on 'method'(IDENTIFIER)

78 8(CODE) method back()
    'method'(IDENTIFIER) 'back'(IDENTIFIER) '('(LITERAL) ')'(LITERAL)

              Statement TRY MethodDeclaration on 'method'(IDENTIFIER)
                MethodDeclaration matched OK: method method
>>>ADVANCE 78:16 [1] 'back'(IDENTIFIER)
>>>ADVANCE 78:20 [2] '('(LITERAL)
                MethodDeclaration matched OK: ( (
>>>ADVANCE 78:21 [3] ')'(LITERAL)
optSeparatedList [MethodDeclaration] indent:8, get SeparatedList of [VariableDecl] by ',' closer: )
                MethodDeclaration matched OK: ) )
>>>ADVANCE 79:0 [-1] ' '(NEWLINE)
                MethodDeclaration TRY Body on ' '(NEWLINE)
                Parsed OK!-> Body
              Parsed OK!-> MethodDeclaration
            Parsed OK!-> Statement
            Body matched OK: NEWLINE  
>>>ADVANCE 79:9 [0] 'method'(IDENTIFIER)
freeForm Mode .lexer.indent:8 block indent:8 parentIndent:4
            Body TRY Statement on 'method'(IDENTIFIER)

79 8(CODE) method blur()
    'method'(IDENTIFIER) 'blur'(IDENTIFIER) '('(LITERAL) ')'(LITERAL)

              Statement TRY MethodDeclaration on 'method'(IDENTIFIER)
                MethodDeclaration matched OK: method method
>>>ADVANCE 79:16 [1] 'blur'(IDENTIFIER)
>>>ADVANCE 79:20 [2] '('(LITERAL)
                MethodDeclaration matched OK: ( (
>>>ADVANCE 79:21 [3] ')'(LITERAL)
optSeparatedList [MethodDeclaration] indent:8, get SeparatedList of [VariableDecl] by ',' closer: )
                MethodDeclaration matched OK: ) )
>>>ADVANCE 80:0 [-1] ' '(NEWLINE)
                MethodDeclaration TRY Body on ' '(NEWLINE)
                Parsed OK!-> Body
              Parsed OK!-> MethodDeclaration
            Parsed OK!-> Statement
            Body matched OK: NEWLINE  
>>>ADVANCE 80:9 [0] 'method'(IDENTIFIER)
freeForm Mode .lexer.indent:8 block indent:8 parentIndent:4
            Body TRY Statement on 'method'(IDENTIFIER)

80 8(CODE) method btoa()
    'method'(IDENTIFIER) 'btoa'(IDENTIFIER) '('(LITERAL) ')'(LITERAL)

              Statement TRY MethodDeclaration on 'method'(IDENTIFIER)
                MethodDeclaration matched OK: method method
>>>ADVANCE 80:16 [1] 'btoa'(IDENTIFIER)
>>>ADVANCE 80:20 [2] '('(LITERAL)
                MethodDeclaration matched OK: ( (
>>>ADVANCE 80:21 [3] ')'(LITERAL)
optSeparatedList [MethodDeclaration] indent:8, get SeparatedList of [VariableDecl] by ',' closer: )
                MethodDeclaration matched OK: ) )
>>>ADVANCE 81:0 [-1] ' '(NEWLINE)
                MethodDeclaration TRY Body on ' '(NEWLINE)
                Parsed OK!-> Body
              Parsed OK!-> MethodDeclaration
            Parsed OK!-> Statement
            Body matched OK: NEWLINE  
>>>ADVANCE 81:9 [0] 'method'(IDENTIFIER)
freeForm Mode .lexer.indent:8 block indent:8 parentIndent:4
            Body TRY Statement on 'method'(IDENTIFIER)

81 8(CODE) method captureEvents()
    'method'(IDENTIFIER) 'captureEvents'(IDENTIFIER) '('(LITERAL) ')'(LITERAL)

              Statement TRY MethodDeclaration on 'method'(IDENTIFIER)
                MethodDeclaration matched OK: method method
>>>ADVANCE 81:16 [1] 'captureEvents'(IDENTIFIER)
>>>ADVANCE 81:29 [2] '('(LITERAL)
                MethodDeclaration matched OK: ( (
>>>ADVANCE 81:30 [3] ')'(LITERAL)
optSeparatedList [MethodDeclaration] indent:8, get SeparatedList of [VariableDecl] by ',' closer: )
                MethodDeclaration matched OK: ) )
>>>ADVANCE 82:0 [-1] ' '(NEWLINE)
                MethodDeclaration TRY Body on ' '(NEWLINE)
                Parsed OK!-> Body
              Parsed OK!-> MethodDeclaration
            Parsed OK!-> Statement
            Body matched OK: NEWLINE  
>>>ADVANCE 82:9 [0] 'method'(IDENTIFIER)
freeForm Mode .lexer.indent:8 block indent:8 parentIndent:4
            Body TRY Statement on 'method'(IDENTIFIER)

82 8(CODE) method clearImmediate()
    'method'(IDENTIFIER) 'clearImmediate'(IDENTIFIER) '('(LITERAL) ')'(LITERAL)

              Statement TRY MethodDeclaration on 'method'(IDENTIFIER)
                MethodDeclaration matched OK: method method
>>>ADVANCE 82:16 [1] 'clearImmediate'(IDENTIFIER)
>>>ADVANCE 82:30 [2] '('(LITERAL)
                MethodDeclaration matched OK: ( (
>>>ADVANCE 82:31 [3] ')'(LITERAL)
optSeparatedList [MethodDeclaration] indent:8, get SeparatedList of [VariableDecl] by ',' closer: )
                MethodDeclaration matched OK: ) )
>>>ADVANCE 83:0 [-1] ' '(NEWLINE)
                MethodDeclaration TRY Body on ' '(NEWLINE)
                Parsed OK!-> Body
              Parsed OK!-> MethodDeclaration
            Parsed OK!-> Statement
            Body matched OK: NEWLINE  
>>>ADVANCE 83:9 [0] 'method'(IDENTIFIER)
freeForm Mode .lexer.indent:8 block indent:8 parentIndent:4
            Body TRY Statement on 'method'(IDENTIFIER)

83 8(CODE) method clearTimeout()
    'method'(IDENTIFIER) 'clearTimeout'(IDENTIFIER) '('(LITERAL) ')'(LITERAL)

              Statement TRY MethodDeclaration on 'method'(IDENTIFIER)
                MethodDeclaration matched OK: method method
>>>ADVANCE 83:16 [1] 'clearTimeout'(IDENTIFIER)
>>>ADVANCE 83:28 [2] '('(LITERAL)
                MethodDeclaration matched OK: ( (
>>>ADVANCE 83:29 [3] ')'(LITERAL)
optSeparatedList [MethodDeclaration] indent:8, get SeparatedList of [VariableDecl] by ',' closer: )
                MethodDeclaration matched OK: ) )
>>>ADVANCE 84:0 [-1] ' '(NEWLINE)
                MethodDeclaration TRY Body on ' '(NEWLINE)
                Parsed OK!-> Body
              Parsed OK!-> MethodDeclaration
            Parsed OK!-> Statement
            Body matched OK: NEWLINE  
>>>ADVANCE 84:9 [0] 'method'(IDENTIFIER)
freeForm Mode .lexer.indent:8 block indent:8 parentIndent:4
            Body TRY Statement on 'method'(IDENTIFIER)

84 8(CODE) method close()
    'method'(IDENTIFIER) 'close'(IDENTIFIER) '('(LITERAL) ')'(LITERAL)

              Statement TRY MethodDeclaration on 'method'(IDENTIFIER)
                MethodDeclaration matched OK: method method
>>>ADVANCE 84:16 [1] 'close'(IDENTIFIER)
>>>ADVANCE 84:21 [2] '('(LITERAL)
                MethodDeclaration matched OK: ( (
>>>ADVANCE 84:22 [3] ')'(LITERAL)
optSeparatedList [MethodDeclaration] indent:8, get SeparatedList of [VariableDecl] by ',' closer: )
                MethodDeclaration matched OK: ) )
>>>ADVANCE 85:0 [-1] ' '(NEWLINE)
                MethodDeclaration TRY Body on ' '(NEWLINE)
                Parsed OK!-> Body
              Parsed OK!-> MethodDeclaration
            Parsed OK!-> Statement
            Body matched OK: NEWLINE  
>>>ADVANCE 85:9 [0] 'method'(IDENTIFIER)
freeForm Mode .lexer.indent:8 block indent:8 parentIndent:4
            Body TRY Statement on 'method'(IDENTIFIER)

85 8(CODE) method confirm()
    'method'(IDENTIFIER) 'confirm'(IDENTIFIER) '('(LITERAL) ')'(LITERAL)

              Statement TRY MethodDeclaration on 'method'(IDENTIFIER)
                MethodDeclaration matched OK: method method
>>>ADVANCE 85:16 [1] 'confirm'(IDENTIFIER)
>>>ADVANCE 85:23 [2] '('(LITERAL)
                MethodDeclaration matched OK: ( (
>>>ADVANCE 85:24 [3] ')'(LITERAL)
optSeparatedList [MethodDeclaration] indent:8, get SeparatedList of [VariableDecl] by ',' closer: )
                MethodDeclaration matched OK: ) )
>>>ADVANCE 86:0 [-1] ' '(NEWLINE)
                MethodDeclaration TRY Body on ' '(NEWLINE)
                Parsed OK!-> Body
              Parsed OK!-> MethodDeclaration
            Parsed OK!-> Statement
            Body matched OK: NEWLINE  
>>>ADVANCE 86:9 [0] 'method'(IDENTIFIER)
freeForm Mode .lexer.indent:8 block indent:8 parentIndent:4
            Body TRY Statement on 'method'(IDENTIFIER)

86 8(CODE) method dispatchEvent()
    'method'(IDENTIFIER) 'dispatchEvent'(IDENTIFIER) '('(LITERAL) ')'(LITERAL)

              Statement TRY MethodDeclaration on 'method'(IDENTIFIER)
                MethodDeclaration matched OK: method method
>>>ADVANCE 86:16 [1] 'dispatchEvent'(IDENTIFIER)
>>>ADVANCE 86:29 [2] '('(LITERAL)
                MethodDeclaration matched OK: ( (
>>>ADVANCE 86:30 [3] ')'(LITERAL)
optSeparatedList [MethodDeclaration] indent:8, get SeparatedList of [VariableDecl] by ',' closer: )
                MethodDeclaration matched OK: ) )
>>>ADVANCE 87:0 [-1] ' '(NEWLINE)
                MethodDeclaration TRY Body on ' '(NEWLINE)
                Parsed OK!-> Body
              Parsed OK!-> MethodDeclaration
            Parsed OK!-> Statement
            Body matched OK: NEWLINE  
>>>ADVANCE 87:9 [0] 'method'(IDENTIFIER)
freeForm Mode .lexer.indent:8 block indent:8 parentIndent:4
            Body TRY Statement on 'method'(IDENTIFIER)

87 8(CODE) method dump()
    'method'(IDENTIFIER) 'dump'(IDENTIFIER) '('(LITERAL) ')'(LITERAL)

              Statement TRY MethodDeclaration on 'method'(IDENTIFIER)
                MethodDeclaration matched OK: method method
>>>ADVANCE 87:16 [1] 'dump'(IDENTIFIER)
>>>ADVANCE 87:20 [2] '('(LITERAL)
                MethodDeclaration matched OK: ( (
>>>ADVANCE 87:21 [3] ')'(LITERAL)
optSeparatedList [MethodDeclaration] indent:8, get SeparatedList of [VariableDecl] by ',' closer: )
                MethodDeclaration matched OK: ) )
>>>ADVANCE 88:0 [-1] ' '(NEWLINE)
                MethodDeclaration TRY Body on ' '(NEWLINE)
                Parsed OK!-> Body
              Parsed OK!-> MethodDeclaration
            Parsed OK!-> Statement
            Body matched OK: NEWLINE  
>>>ADVANCE 88:9 [0] 'method'(IDENTIFIER)
freeForm Mode .lexer.indent:8 block indent:8 parentIndent:4
            Body TRY Statement on 'method'(IDENTIFIER)

88 8(CODE) method escape()
    'method'(IDENTIFIER) 'escape'(IDENTIFIER) '('(LITERAL) ')'(LITERAL)

              Statement TRY MethodDeclaration on 'method'(IDENTIFIER)
                MethodDeclaration matched OK: method method
>>>ADVANCE 88:16 [1] 'escape'(IDENTIFIER)
>>>ADVANCE 88:22 [2] '('(LITERAL)
                MethodDeclaration matched OK: ( (
>>>ADVANCE 88:23 [3] ')'(LITERAL)
optSeparatedList [MethodDeclaration] indent:8, get SeparatedList of [VariableDecl] by ',' closer: )
                MethodDeclaration matched OK: ) )
>>>ADVANCE 89:0 [-1] ' '(NEWLINE)
                MethodDeclaration TRY Body on ' '(NEWLINE)
                Parsed OK!-> Body
              Parsed OK!-> MethodDeclaration
            Parsed OK!-> Statement
            Body matched OK: NEWLINE  
>>>ADVANCE 89:9 [0] 'method'(IDENTIFIER)
freeForm Mode .lexer.indent:8 block indent:8 parentIndent:4
            Body TRY Statement on 'method'(IDENTIFIER)

89 8(CODE) method find()
    'method'(IDENTIFIER) 'find'(IDENTIFIER) '('(LITERAL) ')'(LITERAL)

              Statement TRY MethodDeclaration on 'method'(IDENTIFIER)
                MethodDeclaration matched OK: method method
>>>ADVANCE 89:16 [1] 'find'(IDENTIFIER)
>>>ADVANCE 89:20 [2] '('(LITERAL)
                MethodDeclaration matched OK: ( (
>>>ADVANCE 89:21 [3] ')'(LITERAL)
optSeparatedList [MethodDeclaration] indent:8, get SeparatedList of [VariableDecl] by ',' closer: )
                MethodDeclaration matched OK: ) )
>>>ADVANCE 90:0 [-1] ' '(NEWLINE)
                MethodDeclaration TRY Body on ' '(NEWLINE)
                Parsed OK!-> Body
              Parsed OK!-> MethodDeclaration
            Parsed OK!-> Statement
            Body matched OK: NEWLINE  
>>>ADVANCE 90:9 [0] 'method'(IDENTIFIER)
freeForm Mode .lexer.indent:8 block indent:8 parentIndent:4
            Body TRY Statement on 'method'(IDENTIFIER)

90 8(CODE) method focus()
    'method'(IDENTIFIER) 'focus'(IDENTIFIER) '('(LITERAL) ')'(LITERAL)

              Statement TRY MethodDeclaration on 'method'(IDENTIFIER)
                MethodDeclaration matched OK: method method
>>>ADVANCE 90:16 [1] 'focus'(IDENTIFIER)
>>>ADVANCE 90:21 [2] '('(LITERAL)
                MethodDeclaration matched OK: ( (
>>>ADVANCE 90:22 [3] ')'(LITERAL)
optSeparatedList [MethodDeclaration] indent:8, get SeparatedList of [VariableDecl] by ',' closer: )
                MethodDeclaration matched OK: ) )
>>>ADVANCE 91:0 [-1] ' '(NEWLINE)
                MethodDeclaration TRY Body on ' '(NEWLINE)
                Parsed OK!-> Body
              Parsed OK!-> MethodDeclaration
            Parsed OK!-> Statement
            Body matched OK: NEWLINE  
>>>ADVANCE 91:9 [0] 'method'(IDENTIFIER)
freeForm Mode .lexer.indent:8 block indent:8 parentIndent:4
            Body TRY Statement on 'method'(IDENTIFIER)

91 8(CODE) method forward()
    'method'(IDENTIFIER) 'forward'(IDENTIFIER) '('(LITERAL) ')'(LITERAL)

              Statement TRY MethodDeclaration on 'method'(IDENTIFIER)
                MethodDeclaration matched OK: method method
>>>ADVANCE 91:16 [1] 'forward'(IDENTIFIER)
>>>ADVANCE 91:23 [2] '('(LITERAL)
                MethodDeclaration matched OK: ( (
>>>ADVANCE 91:24 [3] ')'(LITERAL)
optSeparatedList [MethodDeclaration] indent:8, get SeparatedList of [VariableDecl] by ',' closer: )
                MethodDeclaration matched OK: ) )
>>>ADVANCE 92:0 [-1] ' '(NEWLINE)
                MethodDeclaration TRY Body on ' '(NEWLINE)
                Parsed OK!-> Body
              Parsed OK!-> MethodDeclaration
            Parsed OK!-> Statement
            Body matched OK: NEWLINE  
>>>ADVANCE 92:9 [0] 'method'(IDENTIFIER)
freeForm Mode .lexer.indent:8 block indent:8 parentIndent:4
            Body TRY Statement on 'method'(IDENTIFIER)

92 8(CODE) method getComputedStyle()
    'method'(IDENTIFIER) 'getComputedStyle'(IDENTIFIER) '('(LITERAL) ')'(LITERAL)

              Statement TRY MethodDeclaration on 'method'(IDENTIFIER)
                MethodDeclaration matched OK: method method
>>>ADVANCE 92:16 [1] 'getComputedStyle'(IDENTIFIER)
>>>ADVANCE 92:32 [2] '('(LITERAL)
                MethodDeclaration matched OK: ( (
>>>ADVANCE 92:33 [3] ')'(LITERAL)
optSeparatedList [MethodDeclaration] indent:8, get SeparatedList of [VariableDecl] by ',' closer: )
                MethodDeclaration matched OK: ) )
>>>ADVANCE 93:0 [-1] ' '(NEWLINE)
                MethodDeclaration TRY Body on ' '(NEWLINE)
                Parsed OK!-> Body
              Parsed OK!-> MethodDeclaration
            Parsed OK!-> Statement
            Body matched OK: NEWLINE  
>>>ADVANCE 93:9 [0] 'method'(IDENTIFIER)
freeForm Mode .lexer.indent:8 block indent:8 parentIndent:4
            Body TRY Statement on 'method'(IDENTIFIER)

93 8(CODE) method home()
    'method'(IDENTIFIER) 'home'(IDENTIFIER) '('(LITERAL) ')'(LITERAL)
